NAME,OTHERNAME,PLANETDISCMETH,DATE,MSINI,I,R,A,PER,ECC,STAR,V,VURL,VREF,DIST,MSTAR,RSTAR,TEFF,LOGG,FE
,,,,mjupiter,deg,rjupiter,au,day,,,,,,pc,msun,rsun,k,,
Kepler-1409 b,,Transit,2016,,,0.093,0.0153823,0.76486493,0,Kepler-1409,,,,722,0.83,0.79,5160,4.57,-0.03
Kepler-1352 b,,Transit,2016,,,0.079,0.0308432,1.87788275,0,Kepler-1352,,,,637,1.11,1.16,6118,4.35,0
Kepler-1249 b,,Transit,2016,,,0.212,0.174156,24.3347127,0,Kepler-1249,,,,1674,1.19,1.28,6202,4.29,0.06
Kepler-1269 b,,Transit,2016,,,0.145,0.225667,37.3331536,0,Kepler-1269,,,,710,1.1,1.15,5998,4.36,0.07
HAT-P-45 b,2MASS J18172957-0322517,Transit,2014,0.893809,87.8,1.426,0.0452185,3.128992,0.049,HAT-P-45,12.79,,,305,1.259,1.319,6330,4.3,0.07
HD 221585 b,,RV,2016,1.61483,,,2.30768,1173,0.123,HD 221585,7.44,,,57.4713,1.19,,5620,4.05,0.29
Kepler-399 b,KOI-2707,Transit,2014,,,0.0856455,0.115973,14.425281,,Kepler-399,,,,,,0.68,5502,4.62,
Kepler-341 c,KOI-1952,Transit,2014,,,0.151664,0.0783507,8.01041,,Kepler-341,,,,,,1.024,6012,4.437,
Kepler-925 b,,Transit,2016,,,0.209,0.187771,33.8678531,0,Kepler-925,,,,623,0.77,0.72,4673,4.62,0.12
Kepler-265 d,KOI-1052,Transit,2014,,,0.222143,0.240693,43.130617,,Kepler-265,,,,,,1.103,5835,4.326,
Kepler-677 b,,Transit,2016,,,0.48,0.0686885,6.57531678,0,Kepler-677,,,,1180,1,0.99,5723,4.45,0.06
HD 33844 b,2MASS J05123609-1457039,RV,2016,1.96,,,1.59543,551.4,0.15,HD 33844,7.29,,,100.908,1.78,5.29,4861,3.24,0.27
HATS-32 b,,Transit,2016,0.917665,87.1,1.27821,0.040253,2.8126548,0,HATS-32,14.38,,,839,1.099,1.097,5700,4.396,0.39
Kepler-243 c,KOI-857,Transit,2014,,,0.177536,0.144324,20.026218,,Kepler-243,,,,,,0.842,5228,4.565,
Kepler-561 b,,Transit,2016,,,0.621,0.290481,58.3620495,0,Kepler-561,,,,667,0.96,0.94,5646,4.48,0.02
HD 12661 b,,RV,2001,2.3408,,,0.838172,262.70861,0.376834,HD 12661,7.43,,,34.9528,1.136,1.06782,5742.75,4.42339,0.362341
Kepler-467 b,,Transit,2016,,,0.201,0.17004,24.99324193,0,Kepler-467,,,,458,1.05,1.37,5809,4.18,0.06
Kepler-1107 b,,Transit,2016,,,0.12,0.01281,0.57103852,0,Kepler-1107,,,,457,0.86,0.82,5268,4.55,0.01
Kepler-9 c,KOI-377,Transit,2010,0.16858,88.12,0.823,0.22473,38.90861,0.132575,Kepler-9,13.9,,,,1,1.1,,,0.17
HD 74156 c,,RV,2004,8.24664,,,3.8997,2520,0.38,HD 74156,7.61,,,64.433,1.238,1.345,6067.98,4.25915,0.130772
Kepler-165 c,KOI-475,Transit,2014,,,0.198947,0.120683,15.31299,,Kepler-165,,,,,,0.77,5211,4.542,
Kepler-790 b,,Transit,2016,,,0.194,0.105904,13.73469807,0,Kepler-790,,,,727,0.84,0.8,5208,4.56,-0.05
Kepler-326 d,KOI-1835,Transit,2014,,,0.107949,0.0700163,6.766888,,Kepler-326,,,,,,0.801,5105,4.556,
WASP-47 c,2MASS J22044873-1201079,Transit,2016,1.23683,,,1.36067,572,0.13,WASP-47,11.9,,,200,1.026,1.15,5576,,0.36
Kepler-31 c,KOI-935,Transit,2011,,,0.374365,0.254502,42.6318,0,Kepler-31,,,,,1.21,1.22,6340,4.696,-0.076
Kepler-82 b,KOI-880,Transit,2012,,,0.357,0.16455,26.444,,Kepler-82,,,,,0.85,0.9,5512,4.49,-0.014
Kepler-573 b,,Transit,2016,,,0.249,0.153993,22.18329658,0,Kepler-573,,,,758,0.99,1.02,5746,4.41,0.02
Kepler-1288 b,,Transit,2016,,,0.1,0.0409325,2.76122421,0,Kepler-1288,,,,715,1.2,1.29,6132,4.29,0.14
Kepler-306 c,KOI-1567,Transit,2014,,,0.209653,0.0732442,7.240193,,Kepler-306,,,,,,0.719,4954,4.611,
Kepler-1484 b,,Transit,2016,,,0.188,0.186962,30.4549136,0,Kepler-1484,,,,1095,0.94,0.92,5730,4.49,-0.17
Kepler-85 e,KOI-2038,Transit,2014,,,0.113302,0.168293,25.216751,,Kepler-85,,,,,,0.893,5436,4.494,
Kepler-583 b,,Transit,2016,,,0.203,0.0668402,6.5100253,0,Kepler-583,,,,805,0.94,0.91,5523,4.5,0.07
Kepler-610 b,,Transit,2016,,,0.374,0.0739053,6.99692655,0,Kepler-610,,,,1113,1.1,1.13,5943,4.37,0.12
HD 38801 b,,RV,2010,10.0105,,,1.6471,696.3,0,HD 38801,8.26,,,90.7441,1.22,2.24501,5314,3.82,0.25
Kepler-964 b,,Transit,2016,,,0.189,0.108427,13.5225106,0,Kepler-964,,,,478,0.93,0.84,5427,4.55,0.03
HD 132563 B b,,RV,2011,1.49247,,,2.62431,1544,0.22,HD 132563 B,9.472,,,96.0615,1.01,,5985,4.27,-0.19
Kepler-1227 b,,Transit,2016,,,0.204,0.401332,94.2887577,0,Kepler-1227,,,,667,0.97,0.95,5747,4.47,-0.04
Kepler-351 d,,Transit,2016,,,0.243,0.513692,142.544247,0,Kepler-351,,,,0,0.89,0.85,5643,4.56,-0.134
HD 219134 d,,RV,2015,0.0509923,,,0.237122,46.859,0.138,HD 219134,5.57,,,6.54622,0.81,0.778,4699,4.567,0.11
Kepler-390 c,KOI-2498,Transit,2014,,,0.0704791,0.108535,13.060022,,Kepler-390,,,,,,0.776,5166,4.569,
Kepler-61 b,KOI-1361,Transit,2011,,89.8,0.191639,0.257458,59.87756,0,Kepler-61,15.17,,,,0.635,0.62,4017,,0.03
Kepler-1486 b,,Transit,2016,,,0.207,0.28916,54.6495759,0,Kepler-1486,,,,1465,1.08,1.12,5965,4.38,0.06
Kepler-803 b,,Transit,2016,,,0.338,0.271,50.28638192,0,Kepler-803,,,,615,1.05,1.12,5919,4.36,0.02
GJ 1132 c,,RV,2018,0.00839448,,,0.0476476,8.929,0,GJ 1132,13.52,,,12.6176,0.181,0.2105,3270,,
HD 147873 b,,RV,2017,5.01069,,,0.520622,116.596,0.207,HD 147873,7.98,,,104.932,1.38,2.29,5972,3.86,-0.03
GJ 667 C c,2MASS J17185868-3459483,RV,2011,0.0130687,,,0.125003,28.1,0.27,GJ 667 C,10.22,,,7.23589,0.33,,3350,,-0.55
HD 207832 c,2MASS J21523626-2601352,RV,2012,0.730294,,,2.1118,1155.7,0.27,HD 207832,8.79,,,54.4366,0.94,0.901,5710,4.502,0.06
Kepler-80 b,KOI-500,Transit,2012,,,0.241,0.0645109,7.053,,Kepler-80,,,,,0.72,0.65,4613,4.67,-0.562
Kepler-1462 b,,Transit,2016,,,0.341,0.318487,65.6488341,0,Kepler-1462,,,,1368,1,1,5756,4.45,0.06
Kepler-886 b,,Transit,2016,,,0.136,0.0684849,6.24146367,0,Kepler-886,,,,857,1.1,1.16,6098,4.35,-0.01
Kepler-1468 c,,Transit,2016,,,0.103,0.046104,3.54553021,0,Kepler-1468,,,,1130,1.04,1.05,5893,4.42,0.03
Kepler-272 d,KOI-1161,Transit,2014,,,0.200732,0.0964303,10.937304,,Kepler-272,,,,,,0.929,5297,4.426,
WASP-136 b,,Transit,2017,1.49231,84.7,1.32059,0.0655498,5.215357,0,WASP-136,9.98,,,164,1.38,2.07,6250,3.9,-0.18
Kepler-1544 b,,Transit,2016,,,0.159,0.557231,168.811174,0,Kepler-1544,,,,349,0.81,0.74,4886,4.61,0.02
Kepler-44 b,KOI-204,Transit,2011,1.01508,83.78,1.24,0.0454854,3.24674,0,Kepler-44,,,,2250.02,1.19,1.52,5757,4.15,0.26
K2-32 d,EPIC 205071984,Transit,2016,,88.4,0.346626,0.18721,31.71922,,K2-32,,,,158.386,0.87,0.87,5315,4.49,0
HD 5891 b,2MASS J01003319+2017330,RV,2011,5.22845,,,0.636168,177.11,0.066,HD 5891,8.25,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,251,1.09,11.8348,4825,2.62,-0.38
Kepler-292 b,KOI-1364,Transit,2014,,,0.117763,0.0368224,2.580827,,Kepler-292,,,,,,0.826,5299,4.536,
Kepler-228 d,KOI-756,Transit,2014,,,0.360425,0.0973508,11.094286,,Kepler-228,,,,,,1.014,6043,4.467,
Kepler-1000 b,,Transit,2016,,,0.425,0.532697,120.0181272,0,Kepler-1000,,,,925,1.4,1.51,6453,4.23,0.35
Kepler-140 b,KOI-327,Transit,2014,,,0.143635,0.0429776,3.25427,,Kepler-140,,,,,,1.288,6077,4.272,
Kepler-245 d,KOI-869,Transit,2014,,,0.270319,0.214468,36.277108,,Kepler-245,,,,,,0.795,5100,4.56,
Kepler-884 b,,Transit,2016,,,0.11,0.0624428,5.69919514,0,Kepler-884,,,,420,1,0.94,5715,4.49,0.05
Kepler-1073 c,,Transit,2016,,,0.146,0.0495271,4.02582254,0,Kepler-1073,,,,837,1,1,5792,4.44,0
Kepler-908 b,,Transit,2016,,,0.109,0.0246365,1.34059747,0,Kepler-908,,,,250,1.11,1.12,5973,4.38,0.15
HD 173416 b,,RV,2009,2.71808,,,1.16272,323.6,0.21,HD 173416,6.057,,,139.47,2,14.3919,4683,2.48,-0.22
Kepler-65 d,,Transit,2013,,,0.138902,0.0852473,8.13123,,Kepler-65,10.92,,,306.391,1.25,1.41,6211,4.232,0.17
Kepler-1379 b,,Transit,2016,,,0.116,0.0169132,0.88184115,0,Kepler-1379,,,,951,0.83,0.79,5188,4.57,-0.04
Kepler-104 c,KOI-111,Transit,2014,,,0.27924,0.161331,23.668205,,Kepler-104,12.73,,,,,1.349,5711,4.105,
Kepler-263 b,KOI-999,Transit,2014,,,0.238201,0.127191,16.568087,,Kepler-263,,,,,,0.785,5265,4.576,
Kepler-1008 b,,Transit,2016,,,0.114,0.0979413,12.43931193,0,Kepler-1008,,,,299,0.81,0.78,5066,4.56,-0.01
Kepler-278 c,KOI-1221,Transit,2014,,,0.320278,0.269422,51.078775,,Kepler-278,11.81,,,,,2.935,4991,3.616,
Kepler-1587 b,,Transit,2016,,,0.119,0.0894717,9.4060467,0,Kepler-1587,,,,907,1.08,1.22,5933,4.3,0.07
Kepler-1569 b,,Transit,2016,,,0.15,0.0679911,5.79180156,0,Kepler-1569,,,,1050,1.25,1.4,6319,4.24,0.06
Kepler-1273 b,,Transit,2016,,,0.222,0.179399,28.625653,0,Kepler-1273,,,,1355,0.94,0.91,5566,4.5,0.03
Kepler-1365 c,,Transit,2016,,,0.071,0.0554927,4.77468005,0,Kepler-1365,,,,541,1,1.05,5770,4.39,0.03
HD 76700 b,,RV,2003,0.232142,,,0.0511051,3.97097,0.095,HD 76700,8.16,,,60.2773,1.129,1.2353,5668.45,4.29932,0.34543
Kepler-366 b,KOI-2168,Transit,2014,,,0.130252,0.043221,3.281959,,Kepler-366,,,,,,1.048,6209,4.452,
HD 39091 b,pi Men,RV,2002,10.088,,,3.34651,2151,0.6405,HD 39091,5.65,,,18.315,1.071,1.14999,5949.91,4.36259,0.048326
Kepler-1636 b,,Transit,2016,,,0.288,1.11079,425.47785,0,Kepler-1636,,,,1567,1.01,1.02,5797,4.43,0.03
Kepler-1068 b,,Transit,2016,,,0.324,0.129431,16.92344113,0,Kepler-1068,,,,1532,1.01,1.01,5806,4.43,0.03
Kepler-596 b,,Transit,2016,,,0.309,0.160247,21.30022655,0,Kepler-596,,,,1083,1.21,1.32,6267,4.27,0.03
HD 7449 b,2MASS J01142933-0502504,RV,2011,1.3131,,,2.33982,1275,0.82,HD 7449,7.5,,,38.5208,1.05,0.952526,6024,4.51,-0.11
Kepler-145 b,,Transit,2014,,,,0.17338,22.951,,Kepler-145,,,,576.136,1.32,1.85,6030,4.02,-0.02
HD 149026 b,,RV,2005,0.359837,84.55,0.654,0.0431325,2.8758911,0,HD 149026,8.16,,,79.4281,1.294,1.368,6160,4.278,0.36
Kepler-186 b,KOI-571,Transit,2014,,,0.0953739,0.0378277,3.8867907,0.04,Kepler-186,,,,151,0.478,0.472,3788,4.77,-0.28
WASP-92 b,,Transit,2016,0.799233,83.75,1.49435,0.0348186,2.1746742,0,WASP-92,12.92,,,530,1.19,1.341,6280,4.4,0
Kepler-418 b,,Transit,2014,,89.952,1.19758,0.380735,86.67856,0.2,Kepler-418,,,,1031.89,0.98,1.09,5820,4.35,-0.05
Kepler-219 c,KOI-718,Transit,2014,,,0.319386,0.156968,22.714613,,Kepler-219,,,,,,1.491,5786,4.157,
Kepler-561 c,,Transit,2016,,,0.239,0.0590575,5.35016198,0,Kepler-561,,,,667,0.96,0.94,5646,4.48,0.02
Qatar-5 b,,Transit,2017,4.31881,88.74,1.13621,0.0412815,2.8792319,0,Qatar-5,12.82,,,371.388,1.128,1.076,5747,4.427,0.377
HD 30669 b,,RV,2015,0.468584,,,2.69464,1684,0.18,HD 30669,9.11,,,57.1102,0.92,0.91,5400,4.37,0.13
Kepler-1240 b,,Transit,2016,,,0.103,0.0558238,4.8663815,0,Kepler-1240,,,,614,0.98,0.96,5682,4.47,0.04
Kepler-361 c,KOI-2135,Transit,2014,,,0.224819,0.283685,55.188023,,Kepler-361,,,,,,1.343,6169,4.254,
Kepler-265 e,KOI-1052,Transit,2014,,,0.231064,0.325506,67.831024,,Kepler-265,,,,,,1.103,5835,4.326,
Qatar-2 b,2MASS 13503740-0648145,Transit,2012,2.483,88.3,1.144,0.0215077,1.3371182,0,Qatar-2,13.3,,,,0.74,0.713,4645,4.601,0
Kepler-1448 b,,Transit,2016,,,0.144,0.102351,12.27065865,0,Kepler-1448,,,,786,0.95,0.93,5774,4.49,-0.16
Kepler-293 b,KOI-1366,Transit,2014,,,0.273887,0.140591,19.254196,,Kepler-293,,,,,,0.957,5804,4.504,
Kepler-166 b,KOI-481,Transit,2014,,,0.202516,0.0759843,7.650254,,Kepler-166,,,,,,0.742,5413,4.619,
Kepler-1551 b,,Transit,2016,,,0.237,0.172447,24.4973698,0,Kepler-1551,,,,1560,1.14,1.22,6136,4.32,0.01
HD 216437 b,rho Ind,RV,2002,2.16817,,,2.48556,1353,0.319,HD 216437,6.04,,,26.7451,1.117,1.36865,5848.71,4.23107,0.224954
Kepler-1052 b,,Transit,2016,,,0.261,0.210888,34.8538276,0,Kepler-1052,,,,1051,1.03,1.03,5888,4.42,0
HAT-P-49 b,HD 340099,Transit,2014,1.72579,86.2,1.413,0.0437742,2.691548,0,HAT-P-49,10.21,,,,1.543,1.833,6820,4.1,0.074
Kepler-623 b,,Transit,2016,,,0.269,0.0821845,9.07097734,0,Kepler-623,,,,811,0.9,0.86,5443,4.53,-0.03
Kepler-1621 b,,Transit,2016,,,0.193,0.418658,92.263714,0,Kepler-1621,,,,1461,1.15,1.24,6158,4.31,0.03
Kepler-367 c,KOI-2173,Transit,2014,,,0.107057,0.278143,53.578637,,Kepler-367,,,,,,0.695,4710,4.631,
Kepler-313 b,KOI-1647,Transit,2014,,,0.225711,0.118876,14.970418,,Kepler-313,,,,,,1.536,5727,4.127,
Kepler-67 b,,Transit,2013,,,0.267184,0.117046,15.7259,,Kepler-67,16.4,,,1107,0.865,0.778,5331,4.594,
Kepler-1439 b,,Transit,2016,,,0.13,0.0608017,8.07392849,0,Kepler-1439,,,,215,0.46,0.43,3578,4.83,-0.03
Kepler-150 c,KOI-408,Transit,2014,,,0.3292,0.0741975,7.381998,,Kepler-150,,,,,,0.939,5560,4.466,
Kepler-87 b,KOI-1574,Timing,2013,,89.274,1.21,0.477022,114.73635,0.036,Kepler-87,,,,,1.1,1.82,5600,3.96,-0.17
HD 12484 b,,RV,2016,2.98416,,,0.297295,58.83,0.07,HD 12484,8.17,,,50.9944,1.01,,5920,4.65,0.05
Kepler-681 b,,Transit,2016,,,0.275,0.161056,26.39435646,0,Kepler-681,,,,666,0.8,0.76,5021,4.58,-0.04
Kepler-564 b,,Transit,2016,,,0.413,0.0464443,3.75083228,0,Kepler-564,,,,830,0.95,0.92,5626,4.49,-0.01
HAT-P-7 b,GSC 03547-01402,Transit,2008,1.77867,83.111,1.363,0.037964,2.204737,0,HAT-P-7,10.46,,,320,1.5,1.981,6389,4.07,0.26
Kepler-316 c,KOI-1713,Transit,2014,,,0.103488,0.0704356,6.827766,,Kepler-316,,,,,,0.52,4204,4.743,
PSR B1257+12 C,,Timing,1994,,47,,0.416595,98.2114,0.0252,PSR B1257+12,,,,,,,,,
HD 49674 b,,RV,2003,0.101571,,,0.0571073,4.94737,0.087,HD 49674,8.1,,,44.2282,1.015,0.889524,5662.28,4.56026,0.309592
HD 82943 b,,RV,2004,1.58935,70.59,,1.1851,442.4,0.203,HD 82943,6.54,,,27.4725,1.133,1.09738,5997.1,4.42123,0.265406
K2-105 b,EPIC 211525389,Transit,2017,0,88.95,0.328165,0.0802803,8.266902,,K2-105,11.75,,,233,1.01,0.95,5434,4.477,0.26
Kepler-342 c,KOI-1955,Transit,2014,,,0.174859,0.17279,26.234138,,Kepler-342,,,,,,1.472,6175,4.187,
Kepler-783 b,,Transit,2016,,,0.07,0.0504566,4.29264638,0,Kepler-783,,,,544,0.93,0.89,5521,4.51,0.01
Kepler-1378 b,,Transit,2016,,,0.196,0.0908478,11.95398936,0,Kepler-1378,,,,562,0.7,0.67,4407,4.63,0.03
Kepler-828 b,,Transit,2016,,,0.135,0.0125101,0.56785714,0,Kepler-828,,,,625,0.81,0.77,5039,4.58,-0.02
WASP-38 b,2MASS J16155036+1001572,Transit,2011,2.70891,89.5,1.09,0.0758454,6.87188,0.028,WASP-38,9.477,,,110,1.23,1.35,6180,4.25,-0.02
WASP-69 b,2MASS J21000618-0505398,Transit,2014,0.259116,86.71,1.057,0.0452527,3.8681382,0,WASP-69,9.87,,,50,0.826,0.813,4700,4.5,0.15
Kepler-139 c,KOI-316,Transit,2014,,,0.301543,0.569736,157.072878,,Kepler-139,,,,,,1.3,5594,4.247,
Kepler-1199 b,,Transit,2016,,,0.103,0.116835,15.0447198,0,Kepler-1199,,,,540,0.94,1.17,5889,4.27,-0.27
Kepler-817 b,,Transit,2016,,,0.806,0.0497212,3.99010623,0,Kepler-817,,,,1401,1.03,1.03,5861,4.42,0.02
HD 77338 b,2MASS J09011248-2531371,RV,2013,0.0498139,,,0.0612143,5.7361,0.09,HD 77338,8.59,,,40.7498,0.93,0.88,5370,4.52,0.35
Kepler-29 c,KOI-738,Transit,2011,,,0.25849,0.109809,13.2907,0,Kepler-29,,,,,1,0.96,5750,5,0
Kepler-605 c,,Transit,2016,,,0.077,0.0336073,2.35895152,0,Kepler-605,,,,570,0.91,0.88,5462,4.52,0.02
Kepler-444 c,,Transit,2010,,88.2,0.0453,0.0489676,4.5458841,0.31,Kepler-444,8.86,,,35.7,0.758,0.752,5046,4.5625,-0.55
HD 220773 b,2MASS J23262744+0838376,RV,2012,1.44975,,,4.94302,3724.7,0.51,HD 220773,7.06,,,50.8906,1.16,1.35144,5940,4.24,0.09
Kepler-655 b,,Transit,2016,,,0.242,0.264783,46.4063358,0,Kepler-655,,,,783,1.15,1.24,6170,4.31,0
Kepler-559 b,,Transit,2016,,,0.322,0.130567,17.58752333,0,Kepler-559,,,,793,0.96,0.95,5630,4.47,0.03
WASP-6 b,USNO-B1.0 0673-1077008,Transit,2009,0.521174,88.47,1.224,0.0428704,3.361006,0.054,WASP-6,11.91,,,,0.93,0.87,5450,4.6,-0.2
HD 7924 d,,RV,2015,0.0203801,,,0.155066,24.451,0.21,HD 7924,7.185,,,16.8095,0.832,0.7821,5177,4.59,-0.15
Kepler-1337 b,,Transit,2016,,,0.215,0.146185,24.4002549,0,Kepler-1337,,,,588,0.7,0.67,4523,4.64,-0.09
Kepler-1552 b,,Transit,2016,,,0.22,0.601409,184.771853,0,Kepler-1552,,,,618,0.85,0.78,5202,4.58,-0.07
Kepler-206 c,KOI-664,Transit,2014,,,0.157909,0.108963,13.137471,,Kepler-206,,,,,,1.185,5764,4.311,
Kepler-169 c,KOI-505,Transit,2014,,,0.107949,0.066017,6.195469,,Kepler-169,,,,,,0.763,4997,4.582,
HD 159868 c,,RV,2012,0.73,,,1.02595,352.3,0.15,HD 159868,7.24,,,58.6854,1.16,1.84825,5558,3.96,-0.08
HD 137388 b,2MASS J15353994-8012164,RV,2011,0.227816,,,0.88883,330,0.36,HD 137388,8.71,,,38.4468,0.86,0.97784,5240,4.42,0.18
Kepler-196 b,KOI-612,Transit,2014,,,0.169507,0.147733,20.739886,,Kepler-196,,,,,,0.782,5128,4.566,
Kepler-352 b,KOI-2029,Transit,2014,,,0.0767241,0.0911742,10.05537,,Kepler-352,,,,,,0.781,5212,4.566,
Kepler-329 b,KOI-1874,Transit,2014,,,0.1249,0.0744278,7.416397,,Kepler-329,,,,,,0.523,4257,4.74,
Kepler-179 b,KOI-534,Transit,2014,,,0.146311,0.0382833,2.735926,,Kepler-179,,,,,,0.759,5302,4.613,
Kepler-1080 b,,Transit,2016,,,0.293,0.366455,77.2548396,0,Kepler-1080,,,,688,1.1,1.16,5956,4.35,0.09
Kepler-176 b,KOI-520,Transit,2014,,,0.127576,0.0604835,5.433074,,Kepler-176,,,,,,0.891,5232,4.474,
WASP-104 b,2MASS J10422458+0726060,Transit,2014,1.26427,83.63,1.137,0.0291939,1.7554137,0,WASP-104,,,,143,1.076,0.963,5475,4.503,0.32
WASP-83 b,,Transit,2015,0.296234,88.9,1.04,0.0590285,4.971252,0,WASP-83,12.9,http://adsabs.harvard.edu/abs/2015AJ....150...18H,Hellier 2015,300,1.11,1.05,5480,4.34,0.29
GJ 536 b,,RV,2017,0.0169649,,,0.0666108,8.7076,0.08,GJ 536,9.707,,,10.03,0.52,0.5,3685,4.75,-0.08
Kepler-1095 b,,Transit,2016,,,0.108,0.0504666,4.27103091,0,Kepler-1095,,,,758,0.94,0.92,5658,4.48,-0.09
Kepler-1170 b,,Transit,2016,,,0.215,0.0842697,9.98969327,0,Kepler-1170,,,,911,0.8,0.76,5069,4.58,-0.09
Kepler-310 c,KOI-1598,Transit,2014,,,0.301543,0.28808,56.47542,,Kepler-310,,,,,,0.876,5797,4.521,
Kepler-339 b,KOI-1931,Transit,2014,,,0.126684,0.0570545,4.977656,,Kepler-339,,,,,,0.802,5631,4.586,
Kepler-124 d,KOI-241,Transit,2014,,,0.0990276,0.192925,30.950851,,Kepler-124,,,,,,0.636,4984,4.669,
Kepler-52 c,KOI-775,Transit,2011,,,0.16400700000000001,0.10281,16.3850021,,Kepler-52,,,,,0.54,0.52,4075,4.74,
Kepler-1132 b,,Transit,2016,,,0.21,0.295466,62.8916228,0,Kepler-1132,,,,940,0.87,0.83,5298,4.55,-0.01
Kepler-1265 b,,Transit,2016,,,0.12,0.0607742,6.49441289,0,Kepler-1265,,,,581,0.71,0.69,4630,4.63,-0.1
Kepler-1494 b,,Transit,2016,,,0.274,0.390823,91.080482,0,Kepler-1494,,,,1059,0.96,0.94,5659,4.48,0.01
WASP-99 b,2MASS 02393544-5000288,Transit,2013,2.77639,88.8,1.1,0.0716458,5.75251,0,WASP-99,9.5,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,,1.48,1.76,6150,4.3,0.21
HD 100777 b,,RV,2007,1.16502,,,1.03378,383.70001,0.36,HD 100777,8.42,,,49.6032,1,1.07881,5582,4.39,0.27
Kepler-818 b,,Transit,2016,,,0.456,0.0891946,10.03538581,0,Kepler-818,,,,967,0.94,0.92,5638,4.49,-0.08
HAT-P-5 b,GSC 02634-01087,Transit,2007,1.05391,86.75,1.254,0.0407152,2.788491,0,HAT-P-5,12,,,341.297,1.157,1.165,5960,4.368,0.24
Kepler-1381 b,,Transit,2016,,,0.201,0.166753,25.3842686,0,Kepler-1381,,,,1306,0.96,0.94,5747,4.48,-0.1
Kepler-125 b,KOI-251,Transit,2014,,,0.211437,0.0506571,4.164389,,Kepler-125,,,,,,0.512,3810,4.744,
Kepler-193 b,KOI-590,Transit,2014,,,0.213222,0.0990643,11.38848,,Kepler-193,,,,,,1.147,6335,4.403,
Kepler-1078 b,,Transit,2016,,,0.17,0.0399419,3.00725242,0,Kepler-1078,,,,1215,0.94,0.92,5612,4.49,-0.01
Kepler-585 b,,Transit,2016,,,0.252,0.037917,2.75235975,0,Kepler-585,,,,604,0.96,0.93,5593,4.49,0.03
HD 222582 b,,RV,2000,7.63003,,,1.33658,572.38,0.725,HD 222582,7.68,,,41.7711,0.965,1.13737,5726.63,4.34189,-0.0285345
Kepler-119 c,KOI-220,Transit,2014,,,0.0820769,0.050338,4.125103,,Kepler-119,,,,,,0.839,5595,4.567,
GJ 273 e,,RV,2017,0.0285413,,,1.02111,699.81424883,0.623344,GJ 273,9.872,,,3.80257,0.29,0.293,3382,,0.09
Kepler-558 b,,Transit,2016,,,0.211,0.175021,29.00790538,0,Kepler-558,,,,652,0.85,0.81,5242,4.56,-0.06
Kepler-670 b,,Transit,2016,,,1.176,0.0389008,2.81650485,0,Kepler-670,,,,980,0.99,0.99,5709,4.44,0.07
Kepler-770 c,,Transit,2016,,,0.107,0.0248451,1.47532231,0,Kepler-770,,,,761,0.94,0.92,5598,4.49,-0.01
Kepler-1188 b,,Transit,2016,,,0.186,0.131797,17.1369543,0,Kepler-1188,,,,1202,1.04,1.06,5913,4.4,0
Kepler-434 b,,Transit,2010,2.85432,86.46,1.13,0.114265,12.8747099,0.131,Kepler-434,,,,1240,1.198,1.38,5970,4.22,0.35
Kepler-1398 c,,Transit,2016,,,0.092,0.0525427,4.13827595,0,Kepler-1398,,,,793,1.13,1.18,6126,4.34,0.01
Kepler-16 b,KOI-1611,Transit,2011,,89.9678,0.7538,0.646795,228.776,0.0069,Kepler-16,,,,61.3181,0.6897,0.6489,4450,4.6527,-0.3
Kepler-32 d,KOI-952,Transit,2011,,,0.240663,0.128069,22.7802,0,Kepler-32,,,,303,0.54,0.53,3793,4.64,-0.01
Kepler-58 c,KOI-1336,Transit,2013,,,0.254925,0.119982,15.5741568,,Kepler-58,,,,,0.95,1.03,5843,4.39,
Kepler-758 b,,Transit,2016,,,0.221,0.108438,12.1097104,0,Kepler-758,,,,1353,1.16,1.42,6228,4.19,-0.1
Kepler-1122 b,,Transit,2016,,,0.182,0.230686,42.1917357,0,Kepler-1122,,,,924,0.92,0.89,5544,4.51,-0.03
K2-26 b,EPIC 202083828,Transit,2016,,88.4,0.243812,0.0962142,14.5665,,K2-26,14.53,,,93,0.56,0.52,3785,,-0.13
Kepler-1534 b,,Transit,2016,,,0.169,0.0604111,5.71668872,0,Kepler-1534,,,,1107,0.9,0.86,5442,4.52,-0.01
WASP-33 b,2MASS J02265106+3733017,Transit,2006,0,87.67,1.497,0.0255483,1.21986983,0,WASP-33,8.3,,,115.607,1.495,1.444,7430,4.3,0.1
HD 128311 b,,RV,2003,1.4572,,,1.08649,454.2,0.345,HD 128311,7.48,,,16.5016,0.828,0.58322,4965.42,4.83098,0.204777
HD 181433 d,,RV,2009,0.535482,,,3.02208,2172,0.48,HD 181433,8.38,,,26.7594,0.78,1.00831,4962,4.37,0.33
TrES-1 b,,Transit,2004,0.752484,90,1.067,0.0392516,3.030065,0,TrES-1,11.76,,,152.207,0.878,0.807,5230,4.567,0.02
KELT-10 b,,Transit,2016,0.6801,88.61,1.43164,0.0525079,4.1662739,,KELT-10,10.62,,,183,1.112,1.209,5948,4.319,0.09
HD 4208 b,,RV,2002,0.807457,,,1.65355,828,0.052,HD 4208,7.78,,,32.3729,0.879,0.876501,5600.17,4.51744,-0.284151
